concert_end_hour,day_type,concert_size,weather,time_since_end_minutes,distance_to_pickup_meters,surge_multiplier
21,weekend,small,cloudy,87,650,1.16
19,weekday,medium,clear,54,450,1.19
22,weekend,small,cloudy,73,650,1.26
22,weekday,medium,cloudy,36,380,1.78
22,weekend,small,cloudy,85,650,1.27
23,weekday,medium,cloudy,51,900,1.29
21,weekday,small,cloudy,33,380,1.3
22,weekday,large,cloudy,41,900,1.68
24,weekday,large,cloudy,24,380,2.9
21,weekday,small,cloudy,13,650,1.37
21,weekday,large,cloudy,1,650,2.26
22,weekday,large,cloudy,22,120,2.94
21,weekday,medium,cloudy,8,650,1.78
21,weekend,medium,cloudy,45,900,1.59
22,weekday,large,clear,68,450,1.38
23,weekday,medium,cloudy,55,380,1.85
21,weekend,medium,cloudy,89,900,1.07
21,weekday,small,cloudy,43,450,1.19
22,weekday,large,cloudy,71,380,1.58
22,weekend,medium,cloudy,28,120,2.87
19,weekday,medium,cloudy,16,380,1.78
21,weekend,medium,cloudy,12,450,2.59
22,weekday,large,cloudy,43,380,2.28
23,weekday,small,cloudy,90,380,1.26
22,weekday,large,cloudy,7,450,3.04
20,weekend,small,cloudy,2,450,1.6
22,weekend,medium,cloudy,77,120,2.07
21,weekday,large,cloudy,60,380,1.58
22,weekend,medium,cloudy,16,120,3.42
22,weekday,medium,cloudy,80,450,1.18
23,weekend,medium,cloudy,7,380,3.41
22,weekday,medium,cloudy,51,450,1.7
23,weekday,small,cloudy,7,120,2.03
21,weekday,medium,cloudy,79,650,1.01
21,weekday,large,clear,33,120,2.28
23,weekend,small,cloudy,46,120,2.43
22,weekday,large,cloudy,14,650,2.35
23,weekday,medium,cloudy,78,450,1.41
23,weekend,medium,cloudy,85,380,1.8
23,weekday,large,cloudy,39,650,1.85
22,weekday,large,clear,50,450,1.8
21,weekday,large,cloudy,2,380,2.71
21,weekday,medium,cloudy,71,380,1.29
22,weekend,medium,cloudy,56,380,2.14
21,weekend,small,cloudy,42,380,1.83
22,weekend,medium,cloudy,44,380,2.29
22,weekday,medium,clear,7,650,1.69
21,weekday,medium,cloudy,40,450,1.87
20,weekday,large,cloudy,44,380,1.87
23,weekend,medium,cloudy,41,380,2.43
19,weekday,medium,cloudy,28,380,1.55
21,weekday,large,rain,28,120,3.5
22,weekend,medium,cloudy,49,450,2.0
22,weekday,large,cloudy,42,650,1.68
23,weekday,large,cloudy,60,120,2.22
23,weekday,medium,cloudy,26,120,2.66
20,weekday,medium,cloudy,11,450,1.88
21,weekday,medium,cloudy,31,380,1.8
23,weekend,medium,cloudy,66,380,1.88
23,weekday,small,clear,14,450,1.47
22,weekend,medium,cloudy,59,650,1.58
23,weekday,small,cloudy,39,380,1.55
22,weekend,large,cloudy,79,380,1.89
20,weekday,medium,cloudy,24,120,1.94
22,weekend,medium,cloudy,9,380,3.11
21,weekend,medium,cloudy,25,380,2.39
22,weekend,medium,cloudy,19,380,2.62
22,weekend,large,cloudy,84,450,1.6
21,weekend,medium,cloudy,24,380,2.46
23,weekday,large,cloudy,41,380,2.3
21,weekday,small,cloudy,3,650,1.28
21,weekday,small,cloudy,37,900,1.0
22,weekday,medium,cloudy,27,450,2.04
23,weekend,small,cloudy,85,380,1.64
20,weekend,large,cloudy,39,650,2.08
23,weekday,medium,clear,46,380,1.64
20,weekend,small,cloudy,46,450,1.59
20,weekday,large,cloudy,19,450,2.38
22,weekday,medium,cloudy,54,120,1.84
19,weekday,medium,cloudy,28,120,1.83
22,weekday,medium,clear,29,650,1.56
21,weekday,large,cloudy,67,900,1.2
24,weekday,large,cloudy,77,650,1.41
23,weekday,medium,cloudy,56,900,1.41
24,weekday,small,cloudy,50,450,1.51
23,weekday,medium,cloudy,88,650,1.12
22,weekday,large,cloudy,21,900,1.96
21,weekday,medium,cloudy,21,450,2.02
19,weekday,small,cloudy,83,450,1.0
22,weekday,medium,cloudy,10,120,2.8
23,weekday,small,rain,7,380,2.13
23,weekend,medium,cloudy,71,650,1.71
22,weekend,medium,cloudy,37,450,2.6
21,weekend,large,cloudy,86,650,1.27
22,weekday,large,cloudy,30,650,2.09
22,weekday,large,cloudy,59,450,1.75
22,weekday,medium,cloudy,56,650,1.33
22,weekday,large,cloudy,38,650,1.91
22,weekend,medium,cloudy,73,650,1.49
21,weekday,large,cloudy,9,900,1.94
23,weekday,medium,cloudy,24,450,2.01
21,weekend,medium,cloudy,0,120,3.47
22,weekday,small,cloudy,9,450,1.53
22,weekday,medium,clear,62,650,1.09
21,weekday,large,cloudy,8,450,2.61
23,weekday,medium,cloudy,51,380,1.68
22,weekday,large,cloudy,5,120,3.19
21,weekday,large,cloudy,34,450,1.86
21,weekday,large,cloudy,53,450,1.63
22,weekday,medium,cloudy,9,380,2.15
22,weekend,small,cloudy,43,380,1.75
22,weekday,small,cloudy,21,120,1.83
20,weekday,medium,cloudy,17,650,1.51
23,weekday,large,cloudy,79,900,1.16
23,weekday,medium,cloudy,39,450,1.74
21,weekday,large,cloudy,30,380,2.17
22,weekday,large,cloudy,79,380,1.27
20,weekday,large,cloudy,6,650,2.14
23,weekday,large,cloudy,75,120,1.93
21,weekday,large,cloudy,83,120,1.37
20,weekday,large,cloudy,60,650,1.27
20,weekend,large,cloudy,13,450,3.11
22,weekday,large,clear,52,380,1.77
22,weekday,large,cloudy,0,900,2.27
23,weekday,small,cloudy,64,120,1.58
22,weekday,large,cloudy,10,380,3.1
21,weekday,medium,clear,76,650,1.0
23,weekday,large,cloudy,22,450,2.65
23,weekday,small,cloudy,2,900,1.49
24,weekday,small,cloudy,32,450,1.51
23,weekday,large,rain,87,900,1.07
24,weekday,medium,rain,63,900,1.54
22,weekday,medium,cloudy,46,650,1.38
23,weekday,large,cloudy,89,120,1.47
23,weekday,large,rain,79,650,1.51
22,weekend,medium,cloudy,19,900,1.85
21,weekend,medium,cloudy,70,450,1.68
22,weekend,medium,cloudy,14,450,2.69
19,weekday,medium,cloudy,56,380,1.32
19,weekend,large,cloudy,38,650,2.02
22,weekend,medium,cloudy,86,380,1.31
21,weekend,medium,cloudy,62,650,1.45
23,weekday,large,cloudy,22,650,2.31
22,weekend,large,cloudy,90,650,1.29
23,weekday,medium,clear,81,650,1.0
24,weekday,medium,cloudy,0,120,3.47
21,weekday,large,cloudy,58,650,1.43
24,weekday,large,cloudy,65,650,1.75
23,weekday,medium,cloudy,53,380,1.81
22,weekday,medium,cloudy,13,380,2.2
22,weekday,small,cloudy,80,120,1.44
22,weekday,medium,cloudy,76,380,1.39
21,weekend,small,cloudy,51,900,1.28
21,weekday,medium,cloudy,88,120,1.27
19,weekday,small,cloudy,56,380,1.0
20,weekday,medium,cloudy,64,380,1.28
20,weekday,medium,cloudy,45,450,1.5
22,weekday,small,cloudy,52,450,1.31
22,weekday,small,cloudy,88,120,1.33
20,weekday,medium,cloudy,32,450,1.75
20,weekday,medium,cloudy,49,380,1.46
22,weekday,large,cloudy,28,450,2.34
23,weekday,large,cloudy,3,380,3.03
21,weekend,large,cloudy,40,380,2.66
19,weekday,medium,cloudy,54,120,1.5
22,weekday,medium,cloudy,57,380,1.52
23,weekday,small,clear,30,450,1.36
22,weekday,small,cloudy,28,380,1.65
21,weekday,small,cloudy,16,120,1.69
21,weekday,small,clear,48,650,1.02
20,weekend,small,cloudy,28,380,1.6
23,weekday,large,cloudy,76,650,1.28
22,weekend,medium,cloudy,71,120,2.1
22,weekday,medium,cloudy,15,900,1.75
20,weekday,medium,cloudy,53,380,1.32
23,weekend,large,cloudy,52,380,2.79
20,weekday,medium,cloudy,15,380,2.14
22,weekday,medium,cloudy,32,650,1.72
22,weekday,large,cloudy,87,120,1.38
21,weekday,medium,cloudy,3,650,1.88
22,weekend,medium,cloudy,14,380,2.67
22,weekend,small,cloudy,32,650,1.48
21,weekday,large,clear,45,380,1.9
22,weekend,medium,cloudy,50,380,2.12
24,weekday,large,cloudy,31,650,2.32
23,weekday,medium,clear,15,450,2.14
20,weekday,medium,clear,75,450,1.0
21,weekday,small,cloudy,56,380,1.33
22,weekday,medium,cloudy,36,380,1.84
19,weekday,small,cloudy,48,900,1.0
22,weekday,medium,cloudy,64,650,1.37
19,weekday,small,clear,70,650,1.0
21,weekday,medium,cloudy,21,120,2.24
23,weekend,medium,cloudy,15,380,2.9
23,weekday,medium,cloudy,90,380,1.15
21,weekend,large,cloudy,35,380,2.86
20,weekday,large,cloudy,45,450,1.7
21,weekend,medium,cloudy,2,380,2.56
19,weekday,small,cloudy,27,380,1.22
23,weekday,large,cloudy,31,120,3.04
22,weekday,medium,cloudy,42,380,1.65
20,weekend,medium,cloudy,7,380,2.63
19,weekend,medium,cloudy,30,380,1.97
22,weekday,medium,rain,18,650,2.23
21,weekday,large,clear,8,120,2.98
23,weekday,medium,cloudy,50,900,1.24
22,weekend,medium,cloudy,13,650,2.32
23,weekday,small,cloudy,51,120,1.74
20,weekday,large,cloudy,15,450,2.41
23,weekday,small,cloudy,11,450,1.64
22,weekend,medium,cloudy,39,120,2.91
21,weekend,small,cloudy,7,650,1.72
21,weekday,medium,cloudy,29,450,1.84
20,weekend,large,cloudy,4,120,3.5
19,weekday,large,cloudy,80,380,1.05
23,weekday,large,cloudy,29,450,2.78
21,weekday,small,cloudy,41,900,1.0
22,weekday,large,cloudy,55,650,1.49
22,weekend,medium,cloudy,35,900,1.99
21,weekday,small,cloudy,7,120,1.89
23,weekday,large,cloudy,6,450,3.05
22,weekday,medium,cloudy,17,380,1.98
22,weekday,large,cloudy,17,380,2.64
23,weekend,medium,cloudy,2,380,3.45
22,weekday,medium,clear,64,380,1.31
21,weekday,large,clear,54,380,1.52
23,weekday,medium,cloudy,28,450,2.21
20,weekend,medium,cloudy,80,380,1.31
22,weekday,medium,cloudy,17,380,2.39
23,weekday,small,clear,89,650,1.0
22,weekday,medium,cloudy,13,900,1.54
23,weekend,large,cloudy,7,650,3.5
23,weekday,large,cloudy,19,450,2.55
20,weekday,medium,clear,13,650,1.57
23,weekday,medium,cloudy,7,650,2.22
21,weekday,medium,cloudy,34,450,1.91
20,weekday,small,cloudy,16,120,1.58
23,weekday,medium,cloudy,23,120,2.94
20,weekend,medium,cloudy,46,380,2.12
22,weekend,medium,cloudy,86,450,1.48
22,weekday,small,cloudy,4,650,1.42
22,weekday,medium,clear,32,380,1.88
21,weekday,small,cloudy,4,380,1.57
21,weekday,medium,cloudy,12,380,2.25
20,weekday,medium,cloudy,45,380,1.49
22,weekend,medium,cloudy,86,380,1.48
22,weekday,large,clear,4,380,2.83
22,weekday,medium,cloudy,1,900,1.73
22,weekday,medium,cloudy,63,120,1.74
22,weekday,medium,cloudy,55,380,1.64
21,weekend,medium,cloudy,58,380,1.86
20,weekend,medium,cloudy,13,450,2.44
21,weekday,medium,cloudy,35,120,2.16
23,weekday,small,cloudy,47,650,1.39
22,weekday,small,cloudy,38,450,1.42
23,weekday,medium,cloudy,12,120,2.87
22,weekend,medium,cloudy,68,450,1.75
23,weekday,small,cloudy,2,380,1.75
21,weekday,medium,rain,31,380,2.03
22,weekend,medium,cloudy,30,380,2.72
23,weekday,small,cloudy,24,120,1.83
22,weekend,medium,cloudy,71,380,1.95
21,weekday,medium,cloudy,15,650,1.74
22,weekend,medium,cloudy,32,450,2.27
22,weekday,medium,cloudy,67,900,1.12
21,weekend,medium,cloudy,23,380,2.43
24,weekend,large,cloudy,81,900,1.4
21,weekday,medium,cloudy,39,380,1.64
21,weekday,small,cloudy,30,650,1.15
21,weekday,medium,cloudy,58,650,1.28
21,weekday,medium,clear,23,120,2.36
22,weekday,large,cloudy,69,900,1.11
19,weekend,large,cloudy,65,120,1.81
20,weekday,large,cloudy,15,380,2.63
21,weekday,large,cloudy,33,650,1.99
23,weekend,medium,cloudy,0,380,3.5
19,weekday,medium,cloudy,47,380,1.43
19,weekend,medium,cloudy,39,450,2.07
22,weekday,large,clear,48,650,1.53
20,weekday,small,cloudy,39,120,1.29
22,weekend,large,cloudy,33,450,3.47
22,weekend,small,cloudy,19,380,2.05
22,weekend,small,cloudy,4,650,1.76
21,weekday,large,cloudy,25,450,2.21
21,weekday,medium,cloudy,44,380,1.77
23,weekend,large,cloudy,43,450,2.94
24,weekend,large,cloudy,88,380,1.81
21,weekday,medium,cloudy,25,650,1.73
22,weekday,large,cloudy,59,900,1.41
20,weekday,small,clear,33,380,1.15
23,weekday,large,clear,57,450,1.69
19,weekday,medium,cloudy,4,120,2.21
23,weekday,medium,cloudy,5,380,2.75
23,weekday,large,cloudy,40,120,2.93
21,weekday,large,clear,44,380,1.79
24,weekend,large,cloudy,25,120,3.5
21,weekday,medium,cloudy,15,650,1.58
21,weekday,large,cloudy,25,450,2.32
24,weekday,medium,cloudy,46,380,2.06
21,weekend,medium,cloudy,57,650,1.64
23,weekend,large,cloudy,58,380,2.8
23,weekday,small,cloudy,24,650,1.33
21,weekday,medium,cloudy,36,380,1.81
19,weekday,small,cloudy,15,650,1.06
21,weekend,large,cloudy,59,450,2.33
23,weekend,medium,cloudy,23,380,3.08
20,weekend,large,cloudy,11,650,2.61
23,weekend,medium,cloudy,5,650,2.75
23,weekday,small,cloudy,70,450,1.28
22,weekday,medium,cloudy,30,900,1.55
21,weekend,medium,cloudy,18,900,1.87
22,weekday,medium,cloudy,48,650,1.39
22,weekend,large,cloudy,86,450,1.63
23,weekday,small,cloudy,82,650,1.07
22,weekend,large,cloudy,84,120,1.94
23,weekday,large,cloudy,49,900,1.58
23,weekday,large,cloudy,62,450,1.73
22,weekday,small,cloudy,17,450,1.28
20,weekend,medium,cloudy,27,120,2.95
23,weekend,small,cloudy,15,650,2.04
21,weekend,small,cloudy,59,380,1.55
24,weekend,medium,cloudy,47,380,2.69
21,weekday,small,cloudy,76,380,1.0
24,weekday,small,rain,19,650,1.82
24,weekend,small,cloudy,83,380,2.0
23,weekday,medium,cloudy,66,650,1.41
23,weekend,medium,cloudy,45,650,2.03
21,weekend,large,cloudy,74,650,1.38
22,weekend,small,cloudy,87,900,1.12
19,weekday,small,cloudy,12,900,1.0
21,weekday,medium,cloudy,10,450,2.09
23,weekday,small,cloudy,12,380,1.65
22,weekday,large,cloudy,43,450,2.11
22,weekday,small,cloudy,47,380,1.28
20,weekend,small,cloudy,88,380,1.27
22,weekday,large,cloudy,60,450,1.76
21,weekday,medium,cloudy,39,380,1.81
23,weekday,medium,cloudy,54,650,1.59
21,weekend,medium,cloudy,30,900,1.8
22,weekend,medium,cloudy,17,450,2.64
23,weekday,small,cloudy,70,380,1.34
22,weekday,small,cloudy,14,450,1.52
21,weekday,medium,cloudy,53,650,1.3
23,weekday,medium,cloudy,79,900,1.0
22,weekend,medium,cloudy,27,380,2.63
22,weekday,small,cloudy,84,380,1.13
23,weekday,medium,clear,50,380,1.76
21,weekend,small,cloudy,84,650,1.09
22,weekday,large,cloudy,52,650,1.63
22,weekend,small,cloudy,15,900,1.57
21,weekday,medium,cloudy,15,450,1.88
23,weekday,medium,rain,84,650,1.29
22,weekend,large,cloudy,38,450,2.75
19,weekday,medium,cloudy,29,380,1.54
21,weekday,small,cloudy,1,380,1.62
22,weekend,medium,cloudy,58,900,1.51
23,weekday,medium,cloudy,4,650,2.02
22,weekend,small,cloudy,43,380,1.8
21,weekend,large,cloudy,20,380,3.08
20,weekday,medium,cloudy,65,380,1.33
23,weekday,medium,cloudy,49,450,1.82
21,weekday,large,cloudy,33,120,2.85
21,weekday,medium,cloudy,65,380,1.32
22,weekday,small,cloudy,9,650,1.35
23,weekday,large,cloudy,29,650,2.09
24,weekday,small,cloudy,52,380,1.65
23,weekday,small,cloudy,46,120,1.75
23,weekday,medium,cloudy,81,380,1.48
21,weekday,small,cloudy,28,450,1.33
22,weekday,large,cloudy,13,380,2.67
21,weekend,small,cloudy,83,450,1.26
22,weekend,small,cloudy,86,650,1.15
20,weekday,large,cloudy,14,900,1.74
21,weekday,small,cloudy,71,450,1.17
24,weekend,medium,cloudy,20,900,2.51
22,weekday,large,cloudy,39,380,2.4
21,weekday,small,cloudy,65,120,1.27
23,weekday,large,cloudy,37,650,2.14
22,weekend,small,cloudy,0,380,2.17
21,weekday,medium,cloudy,56,450,1.58
21,weekend,large,cloudy,34,650,2.16
21,weekday,medium,cloudy,1,650,1.97
23,weekday,small,cloudy,54,650,1.15
23,weekday,large,cloudy,83,380,1.43
21,weekday,large,cloudy,7,650,2.14
21,weekday,small,cloudy,44,120,1.53
23,weekday,small,cloudy,68,650,1.06
19,weekday,small,cloudy,8,450,1.36
23,weekday,medium,cloudy,41,650,1.64
20,weekend,small,cloudy,3,450,1.86
23,weekday,large,rain,44,650,2.19
20,weekday,large,cloudy,20,450,2.27
22,weekday,small,rain,63,380,1.57
23,weekday,medium,cloudy,27,120,2.6
21,weekday,medium,cloudy,69,120,1.37
20,weekend,small,cloudy,42,450,1.59
22,weekday,medium,cloudy,45,380,1.77
22,weekend,medium,cloudy,15,900,2.2
21,weekday,large,cloudy,80,650,1.16
23,weekday,small,cloudy,88,120,1.35
23,weekday,medium,cloudy,80,380,1.33
19,weekend,medium,cloudy,85,450,1.19
21,weekday,small,rain,50,650,1.29
21,weekend,large,cloudy,39,380,2.94
22,weekend,medium,cloudy,59,380,2.12
21,weekend,large,cloudy,59,900,1.55
22,weekend,medium,cloudy,42,380,2.39
24,weekday,large,cloudy,33,900,2.09
21,weekday,small,cloudy,78,450,1.0
21,weekend,small,cloudy,74,450,1.29
23,weekday,small,cloudy,49,900,1.09
23,weekday,large,cloudy,81,380,1.42
22,weekday,large,cloudy,80,380,1.29
21,weekday,medium,cloudy,79,450,1.16
21,weekday,medium,cloudy,76,380,1.15
21,weekday,medium,clear,62,900,1.0
19,weekday,large,cloudy,51,120,1.97
23,weekday,large,cloudy,77,450,1.53
23,weekday,medium,cloudy,64,380,1.61
21,weekday,large,rain,90,120,1.33
21,weekday,medium,clear,79,380,1.03
22,weekday,small,cloudy,75,450,1.12
20,weekday,large,cloudy,2,120,2.94
21,weekend,medium,cloudy,13,650,2.29
22,weekend,medium,cloudy,58,450,2.0
20,weekday,medium,cloudy,3,450,1.99
22,weekday,medium,cloudy,59,120,1.71
22,weekday,small,cloudy,53,380,1.49
19,weekday,large,cloudy,84,120,1.15
22,weekday,medium,cloudy,15,380,2.3
23,weekend,large,cloudy,5,380,3.5
21,weekend,large,cloudy,14,120,3.5
22,weekday,small,cloudy,4,650,1.2
23,weekday,large,cloudy,48,650,1.85
22,weekday,medium,cloudy,48,120,1.99
24,weekday,medium,cloudy,5,450,2.45
20,weekend,small,cloudy,20,900,1.23
23,weekday,medium,cloudy,64,450,1.65
21,weekday,medium,cloudy,77,120,1.37
21,weekend,medium,cloudy,39,380,2.13
21,weekend,small,cloudy,0,380,2.04
21,weekend,medium,cloudy,26,650,2.16
22,weekday,large,cloudy,3,450,2.73
24,weekday,medium,cloudy,10,380,2.86
21,weekend,large,cloudy,49,380,2.42
20,weekday,large,cloudy,64,900,1.11
23,weekend,large,cloudy,63,120,2.58
19,weekday,medium,cloudy,10,650,1.55
22,weekday,large,cloudy,62,650,1.47
21,weekday,medium,cloudy,30,650,1.63
24,weekday,medium,rain,62,380,2.17
23,weekday,large,cloudy,80,120,1.71
22,weekend,large,cloudy,63,650,1.83
22,weekday,large,rain,63,650,1.75
22,weekday,medium,cloudy,59,900,1.16
19,weekday,medium,cloudy,17,650,1.26
22,weekend,small,cloudy,27,380,1.98
21,weekend,medium,cloudy,63,650,1.62
23,weekday,large,cloudy,79,380,1.58
23,weekday,large,cloudy,36,120,2.92
23,weekday,medium,cloudy,27,380,2.13
22,weekend,medium,cloudy,2,380,3.33
20,weekend,medium,cloudy,14,380,2.78
23,weekday,large,cloudy,13,650,2.48
21,weekend,medium,cloudy,23,120,3.11
23,weekend,medium,cloudy,18,450,2.91
21,weekday,medium,cloudy,5,380,2.06
22,weekday,large,cloudy,82,120,1.49
23,weekday,medium,cloudy,8,120,3.0
21,weekday,medium,cloudy,34,380,1.87
22,weekday,large,clear,41,380,2.03
24,weekend,medium,cloudy,22,900,2.45
22,weekday,medium,clear,43,650,1.29
22,weekday,large,clear,65,650,1.23
22,weekday,medium,rain,44,120,2.48
22,weekday,medium,cloudy,48,650,1.34
22,weekend,large,cloudy,64,650,1.84
23,weekday,small,cloudy,18,900,1.23
21,weekday,large,cloudy,44,650,1.64
22,weekday,small,rain,55,450,1.28
22,weekend,large,cloudy,36,450,3.22
22,weekend,small,cloudy,34,450,1.83
21,weekend,medium,cloudy,87,380,1.51
21,weekday,medium,cloudy,20,900,1.38
22,weekday,small,cloudy,84,450,1.11
22,weekday,medium,cloudy,83,380,1.3
21,weekday,medium,cloudy,55,900,1.19
22,weekend,medium,cloudy,48,380,2.29
22,weekday,large,cloudy,71,650,1.37
19,weekday,medium,cloudy,54,650,1.04
21,weekend,small,cloudy,8,900,1.47
22,weekday,medium,cloudy,12,900,1.75
21,weekday,small,clear,9,120,1.54
24,weekday,medium,cloudy,4,450,2.71
22,weekend,medium,cloudy,5,650,2.47
22,weekday,small,cloudy,74,380,1.22
22,weekend,medium,cloudy,50,650,1.83
20,weekday,medium,cloudy,51,650,1.18
22,weekday,small,cloudy,90,900,1.0
23,weekday,medium,cloudy,49,450,1.68
22,weekday,medium,cloudy,59,650,1.34
23,weekday,small,cloudy,86,450,1.14
19,weekday,medium,cloudy,50,650,1.09
21,weekday,small,cloudy,23,900,1.0
22,weekday,small,cloudy,18,650,1.18
19,weekday,medium,cloudy,43,380,1.51
23,weekday,small,cloudy,42,380,1.6
21,weekday,medium,cloudy,43,450,1.64
20,weekday,small,cloudy,37,650,1.13
24,weekend,medium,cloudy,12,380,3.29
23,weekday,large,cloudy,41,120,2.7
19,weekday,large,cloudy,72,450,1.2
20,weekend,large,cloudy,21,380,2.95
20,weekday,medium,cloudy,28,120,2.04
22,weekday,medium,cloudy,45,450,1.72
19,weekday,small,cloudy,81,900,1.0
22,weekday,medium,cloudy,40,900,1.37
21,weekday,large,clear,32,650,1.63
21,weekday,medium,cloudy,37,120,1.93
22,weekday,small,cloudy,60,380,1.27
22,weekday,medium,cloudy,48,450,1.51
21,weekday,medium,cloudy,20,650,1.67
21,weekday,medium,cloudy,36,650,1.47
21,weekday,medium,cloudy,64,900,1.11
21,weekday,medium,cloudy,79,380,1.31
22,weekday,medium,cloudy,44,650,1.44
19,weekend,medium,cloudy,72,900,1.11
21,weekend,large,cloudy,17,450,3.38
21,weekend,large,cloudy,51,120,2.6
24,weekday,large,cloudy,29,380,3.11
22,weekend,large,cloudy,70,380,1.86
21,weekend,large,cloudy,20,380,3.19
22,weekday,large,cloudy,42,120,2.44
20,weekend,large,cloudy,5,650,2.7
20,weekday,medium,cloudy,73,380,1.1
19,weekend,large,cloudy,7,380,3.16
22,weekday,large,cloudy,22,650,2.29
22,weekday,small,cloudy,26,900,1.13
23,weekday,medium,cloudy,11,380,2.59
21,weekday,medium,cloudy,14,120,2.35
23,weekday,medium,cloudy,12,380,2.35
20,weekday,medium,cloudy,15,900,1.44
24,weekend,small,cloudy,88,650,1.38
23,weekend,medium,cloudy,51,650,1.84
22,weekday,medium,cloudy,20,380,2.23
23,weekend,large,cloudy,77,120,2.2
22,weekend,medium,cloudy,1,650,3.04
22,weekend,large,cloudy,75,380,1.83
23,weekday,large,cloudy,50,380,2.14
20,weekend,medium,cloudy,72,450,1.52
21,weekend,medium,cloudy,42,450,2.01
22,weekday,medium,cloudy,63,380,1.49
22,weekday,medium,cloudy,53,650,1.38
21,weekend,small,cloudy,64,380,1.48
21,weekend,small,cloudy,50,450,1.58
23,weekday,large,cloudy,22,380,2.72
22,weekend,medium,cloudy,45,380,2.39
22,weekday,medium,rain,5,380,2.87
21,weekend,medium,cloudy,5,450,2.57
22,weekday,large,cloudy,3,900,2.23
21,weekday,medium,cloudy,64,650,1.08
23,weekend,medium,cloudy,89,450,1.58
20,weekday,small,cloudy,49,450,1.09
22,weekend,large,cloudy,56,120,2.76
21,weekend,medium,cloudy,51,120,2.4
21,weekday,medium,cloudy,57,120,1.71
22,weekday,medium,cloudy,67,120,1.93
22,weekday,small,cloudy,4,380,1.5
24,weekday,medium,cloudy,49,380,2.02
21,weekend,medium,cloudy,68,380,1.71
22,weekend,medium,cloudy,85,900,1.17
23,weekday,large,cloudy,13,120,3.47
23,weekday,large,cloudy,5,650,2.64
20,weekday,medium,cloudy,14,650,1.54
22,weekday,medium,cloudy,8,450,2.28
23,weekend,large,cloudy,40,450,3.11
22,weekday,large,cloudy,13,120,3.07
22,weekday,small,cloudy,6,120,1.94
23,weekday,large,cloudy,15,120,3.5
21,weekday,large,cloudy,53,120,2.08
23,weekend,medium,cloudy,50,380,2.23
20,weekday,large,cloudy,0,120,3.23
23,weekday,medium,clear,84,900,1.0
22,weekday,medium,clear,73,450,1.09
24,weekend,large,cloudy,22,450,3.5
23,weekday,small,cloudy,55,380,1.41
23,weekend,medium,cloudy,9,900,2.61
21,weekday,medium,cloudy,6,120,2.62
23,weekday,medium,cloudy,71,900,1.09
21,weekday,medium,clear,73,380,1.21
21,weekday,medium,cloudy,64,380,1.37
